# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,8193,262,61,2459,2650,243,190,21,2,24,1250,117
1,8700,241,61,2651,2866,175,104,29,6,36,1257,4
1,8446,238,61,2555,2758,155,89,26,2,9,1232,1
1,10713,288,61,3298,3646,253,197,29,2,25,1240,154
1,6390,183,55,2025,2048,120,56,16,3,13,1023,5
1,9377,259,61,2907,3154,241,184,21,2,27,1258,1
1,8657,235,62,2629,2842,140,76,21,2,67,1245,1
1,6394,202,54,2019,2042,210,151,26,2,10,1027,132
1,10811,257,61,3335,3692,156,88,20,3,17,1204,1
1,8494,249,61,2565,2774,213,138,21,2,30,1226,1
1,6394,207,55,2019,2042,218,155,18,4,11,1027,120
1,10050,255,61,3163,3443,230,170,24,8,9,1304,8
1,8364,242,61,2523,2724,145,82,25,3,65,1226,4
1,8492,250,61,2565,2774,263,196,29,2,22,1251,2
1,8530,240,61,2587,2794,135,74,27,2,13,1253,1
1,6390,189,55,2025,2048,157,86,15,2,32,1029,0
1,9118,254,61,2811,3048,245,181,37,2,19,1243,3
1,9076,244,61,2795,3028,153,86,21,2,23,1231,1
1,8737,252,61,2667,2885,157,88,21,2,15,1233,2
1,9118,242,61,2811,3046,159,93,29,2,18,1245,3
1,6390,196,55,2025,2048,233,155,18,2,19,1074,117
1,9627,239,61,3003,3264,139,76,21,2,12,1227,1
1,6390,184,54,2025,2048,165,98,18,3,49,872,1
1,8277,238,61,2491,7699,142,78,43,2,14,1246,40
1,6332,191,54,2013,2026,234,160,16,3,35,1030,2
1,9716,264,61,3035,3299,242,188,20,2,17,1275,115
1,9293,238,61,2875,3118,180,115,20,2,14,1268,3
1,6394,184,54,2019,2042,160,93,15,2,5,1047,0
1,6390,189,54,2025,2048,110,46,18,2,40,1013,2
1,8277,265,61,2491,2687,245,190,21,2,64,1049,124
1,9507,267,61,2949,3206,238,184,36,2,24,1227,118
1,6390,188,54,2025,2048,126,62,17,3,9,1027,2
1,6394,195,54,2019,2042,237,168,15,2,12,1057,117
1,8996,260,61,2757,2988,246,181,21,2,14,1229,0
1,9899,254,61,3102,3370,241,179,20,2,37,1233,2
1,9420,237,61,2923,3172,151,86,22,2,17,1264,1
1,9166,245,62,2821,3058,175,116,42,2,34,1102,3
1,9380,237,61,2907,3154,158,93,22,2,26,1158,0
1,10715,264,61,3298,3644,168,102,29,4,25,1280,6
1,6390,183,54,2025,2048,165,96,18,2,47,1086,0
1,6390,189,54,2025,2048,190,120,18,5,34,1044,0
1,6390,191,54,2025,2048,169,99,17,2,41,1032,0
1,8324,239,61,2501,2699,150,84,20,2,22,1227,2
1,8660,262,61,2629,2843,247,185,20,2,31,1269,146
1,8278,250,61,2491,2688,209,138,21,2,12,1256,0
1,8742,248,61,2667,2886,184,110,20,2,44,1250,1
1,6332,203,54,2013,2026,207,151,16,2,16,989,122
1,8145,248,61,2434,2622,262,187,25,2,18,1221,1
1,6390,199,54,2025,2048,211,142,15,2,10,1016,2
1,6390,209,55,2025,2048,220,155,15,2,11,1078,98
1,6390,190,54,2025,2048,197,129,15,2,7,984,0
1,8698,254,61,2651,2866,191,122,21,2,53,1256,1
1,6394,185,54,2019,2042,121,53,14,2,34,990,2
1,8324,241,61,2501,2697,143,79,26,4,17,1231,1
1,8788,271,61,2683,2904,259,214,21,2,21,1254,126
1,10092,242,61,3179,3461,168,98,21,2,12,1235,0
1,6394,182,54,2019,2042,137,71,28,2,16,1024,3
1,9594,235,61,2987,3245,150,86,20,2,21,1236,0
1,8145,372,75,2434,2623,371,298,24,2,16,1258,1
1,8571,258,61,2603,2813,244,188,21,2,16,1260,3
1,10050,255,61,3163,3442,234,173,14,2,15,1243,2
1,6390,206,54,2025,2048,207,147,26,2,10,1058,127
1,9847,236,61,3077,3346,135,75,21,2,24,1227,1
1,10140,236,61,3195,3479,161,98,21,2,12,1226,0
1,9795,242,61,3067,3333,155,89,24,7,17,1222,1
1,6390,187,54,2025,2048,162,90,18,6,38,945,0
1,9714,237,61,3035,3299,148,86,21,2,8,1237,1
1,6394,200,54,2019,2042,208,144,14,2,11,1017,4
1,9342,241,61,2885,3131,170,109,20,2,16,1217,3
1,9252,255,61,2859,3100,243,187,22,2,14,1233,1
1,10096,239,61,3179,3459,153,90,20,2,22,1236,1
1,9249,242,62,2859,3100,177,110,37,3,11,1226,4
1,6390,198,54,2025,2048,210,143,26,2,15,1002,5
1,6390,194,54,2025,2048,241,174,28,2,8,1049,135
1,9210,239,61,2843,3083,155,92,19,2,11,1216,5
1,8529,238,61,2587,2794,156,96,21,2,24,1209,2
1,8275,237,61,2491,2687,148,80,21,2,20,1210,3
1,9214,239,61,2843,3082,165,106,20,2,19,1270,0
1,8242,257,61,2475,2668,243,179,22,2,18,1252,0
1,8868,240,61,2715,2939,266,194,21,2,43,1070,0
1,9031,246,61,2779,3010,209,139,22,2,45,1316,2
1,9548,246,61,2971,3227,177,109,37,2,29,1229,4
1,9676,246,61,3013,3275,179,114,21,2,14,1247,1
1,9972,235,61,3131,3409,139,75,22,2,47,1121,0
1,9592,239,62,2987,3244,150,87,20,2,11,1207,1
1,9999,247,61,3110,3316,258,204,21,2,30,1369,1
1,10110,236,61,3182,3460,156,91,21,2,21,1222,0
1,6390,196,54,2025,2048,235,168,14,2,15,1062,78
1,9968,242,61,3131,3406,155,95,21,2,21,1249,0
1,8527,239,61,2587,2794,152,92,21,2,23,1211,2
1,6394,185,54,2019,2042,128,57,14,2,11,1007,3
1,9924,245,61,3115,3388,164,105,22,2,14,1248,0
1,8998,262,61,2757,2987,238,180,21,2,28,1225,119
1,8742,246,61,2667,2885,206,134,23,7,41,1291,1
1,6390,194,55,2025,2048,230,166,14,2,25,994,123
1,6390,182,55,2025,2048,124,60,15,2,17,1009,2
1,8950,239,61,2747,2974,212,140,37,2,17,1230,0
1,8996,261,61,2757,2986,241,181,26,5,25,1209,1
1,8782,237,61,2683,2905,160,93,25,4,72,1240,1
1,9972,240,61,3131,3405,152,91,22,2,17,1258,0
1,6390,190,54,2025,2048,234,156,17,6,19,1079,125
1,8404,257,61,2539,2740,244,186,22,2,30,1261,8
1,9254,245,61,2859,3100,152,94,21,2,18,1223,8
1,8740,265,61,2667,2884,247,196,21,2,33,1240,135
1,8870,245,61,2715,2938,153,90,27,2,15,1230,1
1,8238,265,61,2475,2668,250,188,20,2,25,1253,2
1,10049,249,61,3163,3442,210,139,21,2,14,1207,1
1,9468,245,61,2939,3193,156,95,22,2,18,1234,0
1,9926,264,61,3115,3389,243,191,22,2,26,1249,138
1,8448,255,61,2555,2758,247,186,21,2,15,1238,0
1,9419,236,61,2923,3171,145,80,23,4,16,1196,2
1,6340,185,54,2013,2026,164,96,17,2,23,1039,0
1,8740,240,61,2667,2885,146,79,21,2,25,1248,3
1,6390,202,54,2025,2048,210,142,15,2,9,1033,0
1,9002,246,62,2757,2988,169,109,20,2,16,1243,3
1,8200,237,61,2459,2651,160,95,22,2,23,1233,3
1,9033,243,62,2779,3011,168,106,26,2,54,1278,0
1,6390,201,54,2025,2048,207,143,15,2,30,955,3
1,6332,193,57,2013,2026,225,156,15,2,14,1019,107
1,8996,235,61,2757,2989,132,71,40,3,27,1248,0
