# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,1599,44,12,498,509,45,28,3,2,2,252,1,5010,121,25,1496,1744,71,63,15,1,9,629,3,2728,74,24,891,879,61,32,6,2,2,386,1
1,1597,43,12,501,512,36,16,3,1,5,243,0,4889,121,25,1448,1688,67,50,11,0,8,595,0,2726,74,24,894,882,51,21,6,1,5,386,0
1,1618,44,12,499,511,33,16,3,1,2,260,0,2029,63,18,628,650,31,16,5,0,6,371,0,2747,75,24,892,881,53,24,6,1,3,395,0
1,1597,44,12,501,512,35,18,3,1,1,256,2,5307,122,25,1608,1868,72,58,20,0,6,578,2,2726,74,24,894,882,52,24,6,1,1,393,2
1,1616,52,12,502,514,72,56,3,1,8,261,0,2029,70,18,628,650,46,30,9,1,10,302,0,2745,85,24,895,884,91,64,6,1,14,395,0
1,1599,50,12,498,509,66,48,3,1,8,189,0,5015,126,25,1496,1742,95,78,11,0,12,606,1,2728,82,24,891,879,86,56,6,1,13,344,0
1,1616,45,12,502,514,79,58,5,1,3,258,56,2029,72,18,628,650,55,37,11,0,13,385,6,2745,78,25,895,884,105,71,8,1,3,401,59
1,1593,43,12,501,512,34,17,3,1,0,263,1,4595,119,25,1336,1562,60,43,11,0,7,583,2,2722,73,24,894,882,49,21,6,1,0,393,1
1,1597,44,12,501,512,35,17,3,1,2,248,0,5559,121,25,1704,1975,60,42,12,0,12,591,0,2726,75,24,894,882,51,22,6,1,3,390,0
1,1593,49,12,501,512,68,50,3,1,6,252,0,4425,123,25,1272,1489,84,74,12,0,13,596,0,2722,80,24,894,882,86,56,6,1,7,390,0
1,1616,47,12,502,514,54,35,3,1,15,246,1,2029,64,19,628,650,44,26,11,0,15,339,3,2745,80,24,895,884,74,43,6,1,21,415,1
1,1616,46,12,502,514,57,38,3,1,6,261,0,2029,65,18,628,650,42,26,6,0,12,385,0,2745,78,24,895,884,77,46,6,1,7,403,0
1,1597,44,12,501,512,35,19,3,1,10,234,0,5268,121,25,1592,1850,68,50,12,0,26,596,0,2726,74,24,894,882,50,23,6,1,17,363,0
1,1593,51,12,501,512,67,49,3,1,6,251,0,4131,126,25,1160,1364,91,78,13,0,5,603,1,2722,82,24,894,882,85,56,6,1,6,380,0
1,1597,53,12,501,512,63,49,3,1,3,248,55,5603,125,25,1720,1995,91,79,12,0,13,610,26,2726,85,24,894,882,82,57,6,1,4,394,56
1,1597,43,12,501,512,46,27,3,1,6,256,0,5733,122,25,1768,2048,77,55,12,0,13,601,0,2726,76,24,894,882,67,36,6,1,7,387,0
1,1597,46,12,501,512,33,18,3,1,1,255,0,5729,122,25,1768,2053,65,48,25,0,5,584,0,2726,77,25,894,882,53,26,6,1,1,389,0
1,1595,46,12,498,509,75,57,3,2,3,248,0,4004,123,25,1112,1311,92,76,17,2,10,594,1,2724,77,24,891,879,95,64,6,2,5,375,0
1,1599,52,12,498,509,64,50,3,1,4,259,55,5017,125,25,1496,1743,93,80,20,0,7,601,26,2728,84,24,891,879,85,59,6,1,4,396,56
1,1593,53,12,501,512,63,50,3,1,8,256,55,4803,125,25,1416,1652,94,83,11,0,16,594,26,2722,84,24,894,882,81,57,6,1,9,400,56
1,1599,43,12,498,509,39,19,3,1,4,240,0,5516,121,25,1688,1958,64,47,13,0,13,585,1,2728,73,24,891,879,55,25,6,1,4,359,0
1,1616,45,12,502,514,33,15,15,1,3,249,1,2029,65,18,628,650,38,21,11,0,5,379,0,2745,75,25,895,884,51,21,18,1,3,382,1
1,1616,53,12,502,514,73,57,3,1,9,266,54,2029,65,18,628,650,45,29,5,0,12,315,11,2745,85,25,895,884,95,67,6,1,15,388,54
1,1597,44,12,501,512,35,19,3,1,3,256,2,5435,121,25,1656,1923,68,53,28,0,9,584,1,2726,74,24,894,882,50,23,6,1,4,388,2
1,1597,44,12,501,512,36,19,3,1,3,255,0,5390,121,25,1640,1904,69,52,12,0,10,583,2,2726,75,24,894,882,52,24,6,1,4,384,0
1,1597,44,12,501,512,35,18,3,1,3,255,1,5099,118,25,1528,1778,57,37,11,0,11,629,0,2726,75,25,894,882,53,24,6,1,4,375,1
1,1597,44,12,501,512,37,18,3,1,5,259,1,5642,125,25,1736,2016,79,59,20,0,10,590,0,2726,76,24,894,882,55,24,6,1,5,392,1
1,1597,44,12,501,512,33,18,3,1,2,258,0,5645,121,25,1736,2013,59,39,11,0,7,589,0,2726,75,25,894,882,52,25,6,1,2,391,0
1,1587,46,12,496,503,38,19,3,1,8,271,0,2029,63,18,628,650,33,18,8,0,18,416,0,2716,78,24,889,873,56,27,6,1,11,414,1
1,1593,46,12,501,512,60,43,3,1,7,250,0,4767,127,25,1400,1635,80,63,11,0,19,595,1,2722,77,24,894,882,77,49,6,1,8,381,0
1,1597,46,12,501,512,33,17,3,1,1,248,1,4929,120,25,1464,1707,63,46,20,1,11,582,1,2726,76,24,894,882,47,21,6,1,1,380,1
1,1616,43,12,502,514,37,18,3,1,1,252,0,2029,65,18,628,650,37,20,6,0,9,365,0,2745,74,24,895,884,54,23,6,1,3,386,0
1,1597,45,12,501,512,34,18,3,1,4,254,0,5766,120,25,1784,2067,58,38,11,0,6,619,0,2726,75,24,894,882,50,23,6,1,6,394,0
1,1597,44,12,501,512,32,15,3,1,1,247,0,5304,123,25,1608,1869,62,42,12,0,5,592,0,2726,74,25,894,882,48,20,6,1,1,392,0
1,1616,53,12,502,514,73,56,6,1,2,247,58,2029,69,18,628,650,45,32,11,0,8,409,10,2745,84,26,895,884,93,65,9,1,3,392,61
1,1597,45,12,501,512,35,19,3,1,3,254,1,5435,123,25,1656,1923,68,51,28,0,11,599,2,2726,75,24,894,882,50,23,6,1,4,377,1
1,1587,51,12,496,503,73,55,3,1,12,270,51,2029,67,18,628,650,49,32,11,0,18,363,6,2716,82,24,889,873,93,63,6,1,18,432,54
1,1593,54,13,501,512,66,56,3,1,1,251,52,4257,127,25,1208,1418,91,75,13,0,9,609,24,2722,85,26,894,882,86,64,6,1,1,385,55
1,1587,46,12,496,503,48,30,3,1,5,282,0,2029,66,19,628,650,48,29,9,0,11,356,0,2716,76,24,889,873,71,41,6,1,7,423,0
1,1597,44,12,501,512,36,18,3,1,0,258,1,5643,122,25,1736,2012,67,50,12,0,13,590,2,2726,76,24,894,882,54,25,6,1,1,386,1
1,1593,44,12,501,512,38,19,3,1,2,246,0,4047,119,25,1128,1328,55,36,11,0,6,611,0,2722,74,24,894,882,55,24,6,1,2,370,0
1,1597,45,12,501,512,48,30,3,1,9,248,0,5094,121,25,1528,1778,81,62,15,0,43,623,1,2726,78,24,894,882,69,38,6,1,18,376,0
1,1597,52,12,501,512,64,53,3,1,3,242,55,4975,125,25,1480,1724,94,82,12,0,11,601,27,2726,84,24,894,882,86,62,6,1,3,392,55
