# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,5097,122,25,1528,1779,75,62,20,1,17,626,1
1,6386,141,25,1909,2255,71,51,12,0,15,623,2
1,4761,124,25,1400,1634,85,61,11,0,13,595,0
1,5057,124,25,1512,1763,91,77,13,0,10,567,0
1,4931,121,25,1464,1707,58,44,13,0,23,606,0
1,2029,66,18,628,650,37,22,5,0,5,360,0
1,5603,129,25,1720,1998,89,77,20,1,4,614,30
1,5477,119,25,1672,1940,60,42,12,0,5,603,1
1,2029,64,19,628,650,44,26,7,0,22,380,0
1,4301,123,25,1224,1437,87,67,13,0,18,608,1
1,2029,68,18,628,650,48,32,6,0,6,392,8
1,5769,130,25,1784,2066,102,89,12,0,15,615,27
1,4469,127,25,1288,1508,92,79,12,0,18,582,0
1,5307,123,25,1608,1868,74,59,11,0,9,595,0
1,2029,64,18,628,650,45,28,11,0,6,371,1
1,4676,123,25,1368,1598,96,80,11,0,29,587,1
1,2029,66,18,628,650,37,21,6,0,6,385,0
1,2029,64,18,628,650,33,17,16,0,4,386,0
1,2029,64,18,628,650,44,25,8,0,11,370,0
1,4305,126,25,1224,1439,93,79,11,0,4,603,1
1,5307,123,25,1608,1868,67,48,8,0,11,617,3
1,4425,127,25,1272,1490,92,80,13,0,25,627,24
1,4298,126,25,1224,1439,93,79,11,0,45,585,24
1,2029,69,18,628,650,40,24,9,1,10,373,0
1,2029,70,18,628,650,44,30,9,0,16,325,0
1,4131,126,25,1160,1364,88,71,17,0,11,594,1
1,4847,121,25,1432,1675,59,43,15,1,13,590,0
1,2029,66,18,628,650,37,19,11,0,9,362,2
1,2029,67,18,628,650,45,28,9,0,4,386,1
1,2029,67,18,628,650,44,26,9,1,17,363,0
1,3876,122,25,1064,1256,61,43,12,0,16,598,1
1,2029,65,18,628,650,42,25,11,1,27,251,0
1,4259,120,25,1208,1418,64,47,11,0,6,578,2
1,3965,125,25,1096,1294,93,70,11,0,27,660,1
1,5517,122,25,1688,1957,65,47,32,0,7,576,1
1,2029,68,18,628,5552,45,29,23,1,5,408,38
