# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,1597,49,12,501,512,66,49,3,1,1,248,1,5262,126,25,1592,1851,96,83,11,0,10,593,0,2726,80,24,894,882,84,56,6,1,1,371,1
1,1593,54,12,501,512,70,54,3,1,3,243,54,4133,129,25,1160,1364,95,79,12,0,6,619,19,2722,86,24,894,882,91,63,6,1,3,389,55
1,1593,53,12,501,512,68,50,3,1,6,262,0,3918,126,25,1080,1275,93,78,12,0,14,591,1,2722,83,24,894,882,85,56,6,1,7,401,0
1,1587,46,12,496,503,46,28,3,1,8,274,0,2029,70,18,628,650,45,27,9,0,18,399,1,2716,82,24,889,873,68,37,6,1,16,434,0
1,1599,53,12,498,509,69,55,3,1,5,261,52,5185,131,25,1560,1813,104,88,12,0,6,627,24,2728,85,24,891,879,92,65,6,1,5,397,53
1,1593,46,12,501,512,73,54,3,1,1,257,0,4553,124,25,1320,1544,92,75,16,1,7,599,1,2722,82,24,894,882,97,65,6,1,1,383,0
1,1706,50,12,529,512,66,49,3,1,16,305,0,4444,126,25,1275,1491,91,75,17,0,19,669,2,2835,81,24,922,882,85,56,6,1,17,454,0
1,1593,45,12,501,512,74,56,3,1,6,252,0,4553,124,25,1320,1544,92,73,12,0,10,614,2,2722,79,24,894,882,96,65,6,1,9,385,0
1,1593,49,12,501,512,67,49,3,1,2,268,1,4130,127,25,1160,1365,94,81,12,0,4,609,5,2722,80,24,894,882,85,56,6,1,2,400,1
1,1593,54,12,501,512,64,49,3,1,7,247,57,4764,127,25,1400,1634,95,84,13,0,22,617,22,2722,85,24,894,882,83,56,6,1,8,390,59
1,1616,53,12,502,514,70,55,3,1,2,243,62,2029,66,18,628,650,46,29,7,0,5,393,12,2745,85,25,895,884,91,64,6,1,2,398,63
1,1593,44,12,501,512,39,21,3,1,3,236,0,4803,125,26,1416,1651,70,56,11,0,11,585,2,2722,75,24,894,882,57,27,6,1,4,378,0
1,1597,53,12,501,512,67,47,3,1,2,246,0,5601,127,25,1720,1995,91,78,11,0,15,581,1,2726,85,24,894,882,86,55,6,1,2,375,0
1,1597,44,12,501,512,35,18,3,1,0,263,1,5433,121,25,1656,1922,70,57,13,0,2,606,1,2726,74,24,894,882,50,22,6,1,0,393,1
1,1597,49,12,501,512,66,51,3,1,2,259,0,5811,125,27,1800,2085,91,79,12,0,3,593,1,2726,80,24,894,882,84,58,6,1,2,398,0
1,1593,43,12,501,512,34,15,3,1,3,246,0,3921,121,25,1080,1275,62,44,16,1,14,581,2,2722,74,24,894,882,51,22,6,1,4,387,0
1,1595,55,12,498,509,67,54,3,1,10,263,49,4508,129,25,1304,1525,93,85,12,0,20,616,24,2724,86,24,891,879,87,62,6,1,11,395,49
1,1599,44,12,498,509,34,17,3,1,4,260,1,6388,141,25,1909,2255,76,57,11,0,10,625,2,2728,75,24,891,879,51,23,6,1,4,397,1
1,1597,49,12,501,512,67,48,3,1,1,248,0,5727,127,25,1768,2048,92,76,11,0,5,604,0,2726,81,24,894,882,87,56,6,1,1,388,0
1,1593,54,12,501,512,64,53,3,1,4,264,54,4637,126,25,1352,1580,91,80,13,0,11,613,23,2722,85,24,894,882,82,60,6,1,4,396,55
1,1597,51,12,501,512,63,51,3,1,2,260,56,5432,127,25,1656,1922,93,77,13,0,6,613,24,2726,82,24,894,882,82,59,6,1,3,393,57
1,1597,46,12,501,1899,57,36,23,1,3,253,1,5474,125,25,1672,1944,87,68,20,0,16,611,2,2726,80,24,894,2269,80,45,26,1,4,386,1
1,1597,52,12,501,512,67,48,3,1,7,260,0,5139,124,25,1544,1797,80,66,12,0,13,621,1,2726,83,24,894,882,85,55,6,1,7,400,0
1,1597,52,12,501,512,62,49,3,1,3,250,59,5735,127,25,1768,2048,89,79,12,0,13,624,25,2726,84,24,894,882,81,57,6,1,4,397,61
1,1595,45,12,498,509,51,32,3,1,8,222,0,3823,122,26,1045,1234,74,54,19,0,14,617,2,2724,78,24,891,879,72,41,6,1,13,351,1
1,1597,52,12,501,512,65,48,3,1,5,250,54,5437,129,25,1656,1922,95,83,11,0,7,616,18,2726,84,24,894,882,85,56,6,1,6,388,55
1,1599,45,12,498,509,75,58,3,1,1,259,0,5015,118,25,1496,1744,95,74,11,0,13,609,0,2728,76,24,891,879,95,66,6,1,1,382,0
1,1599,51,12,498,509,67,47,3,1,6,261,0,5183,125,25,1560,1815,90,74,12,0,13,599,1,2728,82,24,891,879,84,53,6,1,7,393,0
1,1597,44,12,501,512,33,17,3,1,3,243,0,5227,123,25,1576,1832,65,48,12,0,17,609,0,2726,78,25,894,882,54,26,6,1,4,374,0
1,1616,46,12,502,514,51,32,15,1,0,250,1,2029,66,19,628,650,48,30,11,0,5,376,0,2745,79,25,895,884,74,41,18,1,0,391,1
1,1597,44,12,501,512,32,15,3,1,6,252,0,5766,118,25,1784,2066,56,39,12,0,15,592,0,2726,74,24,894,882,48,20,6,1,7,402,0
1,1593,44,12,501,512,36,16,3,1,3,272,1,3962,123,25,1096,1292,65,50,12,0,14,561,2,2722,74,25,894,882,52,21,6,1,6,400,1
1,1593,44,12,501,512,56,36,3,1,4,237,0,4716,122,25,1384,1619,83,64,12,0,9,584,1,2722,76,24,894,882,76,44,6,1,4,366,0
1,1593,53,12,501,512,64,51,3,1,6,263,52,4550,127,25,1320,1545,94,79,12,0,18,604,28,2722,85,24,894,882,83,59,6,1,7,403,53
1,1595,52,12,498,509,65,47,3,1,4,261,59,4842,127,25,1432,1669,96,86,12,0,10,615,25,2724,84,24,891,879,85,55,6,1,5,402,61
1,1618,44,12,499,511,35,18,3,1,4,262,0,2029,63,18,628,650,33,13,5,0,5,361,0,2747,76,24,892,881,53,25,6,1,4,399,0
1,1595,45,12,498,509,31,15,3,1,9,218,0,4513,118,25,1304,1526,64,47,17,2,23,621,1,2724,76,25,891,879,49,22,6,1,16,399,0
