# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,1593,52,12,501,512,67,53,3,1,5,248,52,3878,125,25,1064,1256,87,74,12,0,13,607,13,2722,85,24,894,882,89,63,6,1,6,395,52
1,1593,43,12,501,512,43,23,3,1,5,253,0,4385,124,25,1256,1472,71,51,20,3,21,606,4,2722,74,24,894,882,61,30,6,2,10,398,0
1,1593,44,12,501,512,38,18,3,1,0,256,0,4131,119,25,1160,1364,61,46,17,0,9,582,1,2722,75,24,894,882,56,25,6,1,0,394,0
1,1599,53,12,498,509,63,47,3,1,4,239,58,6386,150,25,1909,2258,105,92,20,0,17,630,37,2728,85,24,891,879,85,58,6,1,4,371,59
1,1616,43,12,502,514,33,15,3,1,2,252,2,2029,66,18,628,650,36,20,7,0,8,392,0,2745,74,25,895,884,51,21,6,2,3,379,3
1,1597,52,12,501,512,65,49,3,1,5,261,0,5054,124,25,1512,1760,93,79,12,0,16,596,1,2726,83,24,894,882,83,56,6,1,6,401,0
1,1595,44,12,498,509,34,16,3,1,18,266,0,4338,117,26,1240,1454,58,40,12,0,22,564,1,2724,74,24,891,879,48,20,6,1,27,415,0
1,1618,51,12,499,511,73,57,6,1,2,251,62,2029,68,18,628,650,44,28,11,0,4,379,7,2747,83,24,892,881,93,66,9,1,4,397,63
1,1622,44,12,507,523,35,17,3,1,2,236,0,6438,139,25,1928,2276,70,49,11,1,13,604,1,2751,74,24,900,893,51,22,6,1,2,364,0
1,1595,47,12,498,509,56,36,3,1,6,244,0,4175,124,25,1176,1386,81,59,12,0,14,605,1,2724,78,24,891,879,76,43,6,1,10,377,0
1,1618,53,12,499,511,74,57,3,2,3,252,55,2029,68,18,628,650,47,30,9,0,5,386,9,2747,86,25,892,881,97,68,6,2,3,389,56
1,1597,50,12,501,512,68,49,3,1,2,272,2,5727,124,25,1768,2049,76,65,15,5,5,614,4,2726,81,24,894,882,86,56,6,2,2,418,2
1,1593,45,12,501,512,35,17,3,1,13,282,0,4049,121,25,1128,1330,59,43,16,0,35,545,4,2722,76,24,894,882,51,22,6,2,17,399,0
1,1595,47,12,498,509,74,56,3,1,1,257,1,4173,122,25,1176,1386,93,75,20,0,16,599,0,2724,81,24,891,879,96,65,6,1,5,395,1
1,1593,43,12,501,512,31,15,3,1,4,256,0,4215,123,25,1192,1400,56,37,18,0,5,610,1,2722,74,24,894,882,48,22,6,1,4,387,0
1,1616,45,12,502,514,46,26,3,1,6,265,0,2029,67,18,628,650,43,25,6,0,14,368,0,2745,77,25,895,884,68,35,6,1,12,396,0
1,1593,49,12,501,512,68,50,3,1,3,255,0,4803,126,25,1416,1654,91,75,28,0,12,596,3,2722,79,24,894,882,86,56,6,1,4,392,0
1,1593,46,12,501,512,35,17,3,1,6,261,0,4761,121,25,1400,1634,66,47,12,0,11,583,1,2722,77,24,894,882,52,22,6,1,6,387,0
1,1593,47,12,501,512,37,19,3,1,1,255,1,4422,127,25,1272,1491,66,45,12,0,9,584,0,2722,78,24,894,882,54,24,6,1,5,394,1
1,1593,46,12,501,512,41,22,3,1,3,252,1,4803,120,25,1416,1652,61,45,20,0,12,600,1,2722,76,24,894,882,57,26,6,1,3,393,1
1,1616,49,12,502,514,77,55,3,1,4,264,53,2029,66,18,628,650,55,35,9,0,10,401,9,2745,81,25,895,884,101,65,6,1,5,409,55
1,1597,45,12,501,512,32,16,3,1,2,261,0,5304,119,25,1608,1870,58,38,12,0,7,570,1,2726,75,24,894,882,49,22,6,1,3,396,0
1,1616,44,12,502,514,48,30,3,1,9,226,0,2029,64,18,628,650,49,31,9,1,20,269,0,2745,76,24,895,884,68,37,6,1,20,377,1
1,1593,44,12,501,3016,32,15,10,1,4,266,19,3962,120,25,1096,1297,61,43,20,0,6,585,2,2722,74,24,894,3386,49,20,13,1,4,395,19
1,1587,46,12,496,503,79,58,3,1,8,250,0,2029,65,18,628,650,52,34,7,0,15,379,2,2716,80,24,889,873,103,68,6,2,12,401,0
1,1597,53,12,501,512,63,48,3,1,5,263,46,5393,126,25,1640,1905,96,83,11,0,6,612,23,2726,85,24,894,882,83,57,6,1,6,400,46
1,1597,43,12,501,512,43,24,3,1,4,263,1,4970,121,25,1480,1724,76,60,11,0,5,605,1,2726,74,24,894,882,61,31,6,1,5,400,1
