# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,9109,190,64,1907,2792,245,61,7,21,72,859,1
1,9133,191,64,1908,2794,246,64,7,8,55,856,0
1,9281,190,64,1907,2804,258,60,7,7,28,854,6
1,9158,191,64,1907,2796,319,97,10,5,46,869,0
1,9119,187,64,1906,2793,261,70,7,21,56,841,0
1,9152,190,64,1906,2795,238,61,7,21,46,856,0
1,9127,191,64,1907,2793,225,43,7,21,59,1033,1
1,9247,193,65,1907,2801,261,57,7,21,41,871,7
1,9271,190,64,1906,2803,268,59,7,21,31,865,2
1,9229,190,64,1907,2800,258,55,3,21,46,877,5
1,9247,201,65,1907,2801,307,112,7,21,54,951,5
1,9247,191,65,1907,2801,260,58,3,21,43,856,4
1,9247,194,65,1907,2801,259,64,3,7,47,939,8
1,9121,186,64,1909,2794,328,74,7,16,58,1120,0
1,9107,187,64,1907,2793,232,41,10,6,46,843,1
1,9152,184,64,1906,2795,284,67,7,21,47,857,0
1,9247,191,64,1907,2801,255,61,4,21,39,861,9
1,9245,194,64,1907,2802,269,63,3,7,58,1003,3
1,9247,193,64,1907,2801,262,61,34,7,75,904,5
1,9119,192,64,1906,2793,232,43,56,21,42,820,0
1,9239,192,64,1906,2801,264,64,10,33,37,893,8
1,9127,186,64,1907,2793,226,39,35,23,75,852,0
1,9182,188,64,1908,2798,230,36,7,16,40,856,0
1,9119,199,65,1906,2793,317,108,7,21,25,975,0
1,9125,188,64,1907,2794,235,39,7,8,38,844,1
1,9158,188,64,1907,2796,278,85,7,8,47,859,0
1,9302,191,64,1908,2807,269,56,7,16,37,852,13
1,9158,190,64,1907,2796,234,38,7,8,49,870,0
1,9160,190,64,1907,2795,249,63,7,21,39,883,1
1,9190,196,64,1909,2798,285,94,10,18,38,955,0
1,9247,190,64,1907,2801,249,59,7,21,40,957,6
1,9272,205,65,1909,2804,338,121,24,13,47,952,2
1,9166,190,64,1908,2796,231,46,6,8,65,937,0
1,9101,190,64,1906,2792,242,52,5,14,52,829,1
1,9302,194,64,1908,2807,282,65,7,16,37,932,11
1,9113,192,64,1908,2794,240,67,5,16,50,860,0
1,9247,190,64,1907,2801,280,68,7,21,68,1017,5
1,9295,192,64,1909,2806,285,65,6,37,44,873,4
1,9182,190,64,1908,2798,240,58,10,16,27,892,1
1,9241,190,64,1909,2802,267,60,3,16,47,863,0
1,9271,196,65,1908,2803,285,65,7,8,88,962,3
1,9239,191,64,1906,2801,250,65,7,21,45,823,5
1,9119,185,64,1906,2793,314,66,7,21,35,857,0
1,9107,189,64,1907,2793,284,82,10,10,36,859,0
1,9158,191,64,1907,2796,250,69,12,16,48,867,1
1,9253,197,64,1908,2802,307,101,7,8,44,837,4
1,9113,188,64,1908,2794,225,61,7,16,38,857,1
1,9101,186,64,1906,2792,327,70,10,23,59,972,0
1,9247,190,64,1907,2802,293,71,10,19,45,920,7
1,9158,186,64,1907,2796,223,36,7,8,32,942,0
1,9289,191,64,1908,2804,266,55,7,8,43,870,3
1,9158,191,64,1907,2796,239,59,21,8,41,836,0
1,9125,190,64,1907,2794,245,63,38,8,29,950,0
1,9279,189,64,1907,2803,259,57,7,21,38,826,3
1,9271,190,64,1906,2803,272,57,3,21,34,856,6
1,9295,197,64,1909,2805,301,79,37,7,43,876,8
1,9160,196,64,1907,2795,282,96,10,24,30,908,0
1,9115,185,64,1908,2793,276,64,3,8,40,834,0
1,9235,190,64,1908,2801,258,60,4,8,44,850,3
1,9302,191,64,1908,2807,272,56,38,16,38,997,15
1,9272,194,65,1909,2803,259,59,11,6,53,994,5
1,9302,193,64,1908,2807,257,73,11,16,36,838,12
1,9164,187,64,1908,2798,322,63,10,16,37,832,0
1,9229,195,64,1907,2800,248,65,7,15,35,838,3
1,9121,187,64,1909,2795,221,44,11,8,60,868,0
1,9239,192,65,1906,2801,270,65,18,18,38,867,7
1,9164,186,64,1908,2797,254,49,3,33,42,848,0
1,9133,193,64,1908,2794,277,95,7,8,42,864,0
1,9247,192,64,1907,2801,270,65,7,21,56,852,5
1,9230,191,64,1908,2800,284,64,10,16,50,951,4
1,9247,193,65,1907,2801,259,62,14,15,44,877,8
1,9302,197,65,1908,2807,300,74,7,7,37,863,12
1,9125,188,64,1907,2794,245,45,38,8,38,879,0
1,9182,190,64,1908,2798,241,61,7,16,53,981,0
1,9271,191,64,1908,2803,255,60,7,8,48,870,5
1,9182,196,64,1908,2798,274,84,31,9,44,864,1
1,9253,195,64,1908,2802,247,66,18,6,35,891,4
1,9271,190,64,1908,2803,270,55,5,8,76,883,3
1,9101,191,64,1906,2792,326,66,10,21,37,862,0
1,9152,189,64,1906,2795,226,41,22,16,40,880,0
1,9295,189,64,1909,2805,316,94,38,18,66,948,7
1,9119,196,64,1906,2793,269,81,11,21,39,829,0
1,9119,192,64,1906,2793,260,75,7,21,45,846,0
1,9127,188,64,1907,2793,220,45,37,26,30,922,0
1,9239,198,65,1906,2801,302,79,8,21,58,1029,4
1,9113,192,64,1908,2794,221,59,37,16,40,881,1
1,9295,192,65,1909,2805,341,102,3,7,69,863,7
1,9113,191,64,1908,2794,240,66,10,17,52,825,1
1,9133,185,64,1908,2794,284,66,37,10,50,974,1
1,9107,190,64,1907,2793,233,63,7,15,44,938,0
1,9241,193,65,1909,2802,254,59,7,16,41,859,2
1,9172,190,64,1909,2797,226,43,10,11,60,1069,0
1,9190,185,65,1909,2798,257,63,11,26,83,901,0
1,9302,194,65,1908,2807,258,62,3,16,38,849,12
1,9190,184,64,1909,2798,316,61,10,13,58,1017,0
1,9227,190,64,1907,2801,253,58,3,8,36,871,3
1,9235,191,64,1908,2801,287,70,7,8,45,842,4
1,9247,193,64,1907,2801,274,74,7,21,63,1004,3
1,9190,191,64,1909,2798,243,63,4,16,64,966,0
1,9239,191,64,1906,2801,271,66,7,21,31,852,5
1,9152,194,64,1906,2795,255,68,28,24,50,860,1
1,9101,190,64,1906,2792,242,64,3,21,46,864,0
1,9190,191,64,1909,2798,249,61,7,16,29,914,0
1,9239,195,65,1906,2801,264,66,7,21,28,852,6
1,9172,192,64,1909,2797,241,62,7,16,69,945,0
1,9271,192,64,1908,2804,280,67,7,8,39,882,4
1,9253,194,64,1908,2802,272,62,6,8,32,858,3
1,9113,191,64,1908,2794,241,70,5,16,45,880,1
1,9119,187,64,1906,2793,333,82,7,21,59,879,0
1,9295,194,65,1909,2805,262,63,7,7,38,854,9
