# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,1633,47,12,499,537,37,17,5,0,3,242,0,4747,119,25,1381,1637,55,36,19,0,5,624,2,2761,81,24,892,906,61,27,8,0,4,363,0
1,1633,50,12,499,537,66,48,5,0,1,227,61,3994,132,25,1093,1313,96,86,13,0,5,642,26,2761,82,24,892,906,88,57,8,0,2,372,65
1,1633,44,12,499,537,38,17,5,0,2,246,1,4290,118,25,1205,1443,51,32,19,1,7,620,1,2761,74,24,892,906,57,24,8,0,3,364,1
1,1660,44,12,499,544,57,35,5,0,2,233,0,2042,66,18,627,656,43,26,11,1,4,384,0,2788,75,24,892,913,81,45,8,0,3,349,0
1,1637,45,12,499,537,35,17,5,0,2,244,2,5422,120,25,1637,1926,64,46,35,1,10,633,1,2765,78,24,892,906,56,25,8,0,3,370,2
1,1637,46,12,499,537,39,20,5,0,2,241,1,4916,121,25,1445,1709,73,59,12,1,10,683,2,2765,76,24,892,906,57,26,8,0,5,408,1
1,1633,47,12,499,537,76,57,5,0,6,251,63,3908,126,25,1061,1278,103,90,13,1,4,638,19,2761,80,24,892,906,98,66,8,0,7,380,67
1,1637,45,12,499,537,77,59,5,0,1,252,0,5464,121,25,1653,1943,94,78,12,1,6,612,0,2765,76,25,892,906,96,65,8,0,3,378,0
1,1660,45,12,499,544,47,26,5,0,7,251,0,2042,65,19,627,656,42,23,10,0,8,321,0,2788,76,24,892,913,67,33,8,0,10,397,0
1,1637,49,12,499,537,65,51,5,0,10,212,60,5084,128,25,1509,1782,96,87,13,0,23,504,38,2765,81,24,892,906,85,59,8,0,12,338,61
1,1633,53,12,499,537,65,49,5,0,15,235,67,4793,126,25,1397,1655,101,89,19,2,28,470,45,2761,87,24,892,906,86,58,8,0,21,365,72
1,1637,48,12,499,537,38,19,5,0,0,253,2,5802,121,25,1781,2088,66,49,29,1,11,644,1,2765,82,24,892,906,59,26,8,0,0,391,2
1,1625,44,12,493,530,54,31,5,0,3,246,1,2042,65,19,627,656,44,28,6,0,3,384,0,2753,78,24,886,899,74,38,8,0,4,370,1
1,1633,46,12,499,537,55,32,5,0,2,255,0,4160,121,25,1157,1386,73,50,11,0,4,601,1,2761,78,24,892,906,75,37,8,0,2,381,0
1,1637,46,12,499,537,35,16,5,0,6,255,0,5459,119,25,1653,1946,57,38,21,1,13,598,0,2765,79,24,892,906,56,23,8,0,7,388,0
1,1660,45,12,499,544,36,16,5,0,8,252,0,2042,63,18,627,656,34,19,11,1,14,342,0,2788,76,24,892,913,57,25,8,0,10,393,1
1,1637,50,12,499,537,64,50,5,0,4,255,58,5168,126,25,1541,1817,102,87,12,0,3,657,45,2765,82,24,892,906,84,58,8,0,4,402,60
1,1633,51,12,499,537,67,49,5,0,5,250,53,4243,128,25,1189,1421,99,84,19,1,3,633,29,2761,85,24,892,906,88,58,8,0,6,396,56
1,1660,45,12,499,544,34,15,5,0,2,250,0,2042,64,18,627,656,34,19,6,1,9,381,0,2788,78,24,892,913,58,25,8,0,2,374,0
1,1633,50,13,499,537,70,54,5,0,2,251,60,3910,130,25,1061,1276,96,84,12,0,6,637,18,2761,82,25,892,906,90,62,8,0,4,407,62
