# TYPE,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC,RET,CALL_D,CALL_ID,LOAD,STORE,MISP_BR,MISP_BR_C,MISS_ITLB,MISS_DTLBS,STLB_HIT,MISS_ICACHE,MISS_LLC
1,1597,51,12,501,512,68,49,3,1,4,256,0,5097,122,25,1528,1779,75,62,20,1,17,626,1,2726,82,24,894,882,86,56,6,1,5,394,1
1,1599,44,12,498,509,36,19,3,1,5,250,1,6386,141,25,1909,2255,71,51,12,0,15,623,2,2728,75,24,891,879,54,25,6,1,6,392,1
1,1593,47,12,501,512,41,22,3,1,6,246,1,4761,124,25,1400,1634,85,61,11,0,13,595,0,2722,80,24,894,882,62,30,6,1,7,361,1
1,1597,50,12,501,512,65,49,3,1,4,264,0,5057,124,25,1512,1763,91,77,13,0,10,567,0,2726,82,24,894,882,84,57,6,1,4,406,0
1,1597,43,12,501,512,32,16,3,1,11,238,0,4931,121,25,1464,1707,58,44,13,0,23,606,0,2726,73,24,894,882,46,20,6,1,14,375,0
1,1618,46,12,499,511,46,27,3,1,5,240,0,2029,66,18,628,650,37,22,5,0,5,360,0,2747,80,24,892,881,67,36,6,1,5,371,0
1,1597,52,12,501,512,67,54,17,1,5,268,56,5603,129,25,1720,1998,89,77,20,1,4,614,30,2726,84,24,894,882,86,62,20,1,5,405,57
1,1597,45,12,501,512,33,18,3,1,6,251,0,5477,119,25,1672,1940,60,42,12,0,5,603,1,2726,76,25,894,882,52,26,6,1,6,377,0
1,1616,45,12,502,514,45,25,3,1,8,255,1,2029,64,19,628,650,44,26,7,0,22,380,0,2745,76,24,895,884,67,35,6,1,15,378,1
1,1593,46,12,501,512,73,55,3,1,6,258,0,4301,123,25,1224,1437,87,67,13,0,18,608,1,2722,78,24,894,882,94,62,6,1,8,397,0
1,1618,54,12,499,511,72,56,3,1,4,255,55,2029,68,18,628,650,48,32,6,0,6,392,8,2747,88,24,892,881,95,67,6,1,5,399,56
